"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8"
"ribonucleoprotein complex disassembly (GO:0032988)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"signal transduction in response to DNA damage (GO:0042770)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"NAD metabolic process (GO:0019674)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"amine metabolic process (GO:0009308)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"L-methionine salvage (GO:0071267)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)",NA,9330,22,8,124,0,0,0.101543511183696,1,"","","","","","","",""
"chondroitin sulfate metabolic process (GO:0030204)",NA,9330,22,8,29,0,0,0.0246063159728976,1,"","","","","","","",""
"axonogenesis (GO:0007409)",NA,9330,22,8,222,0,0,0.175293836561772,1,"","","","","","","",""
"inner ear receptor cell differentiation (GO:0060113)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of chondrocyte differentiation (GO:0032330)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"amino acid transport (GO:0006865)",NA,9330,22,8,47,0,0,0.0396112784361391,1,"","","","","","","",""
"membrane invagination (GO:0010324)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"JAK-STAT cascade (GO:0007259)",NA,9330,22,8,39,0,0,0.0329675296950067,1,"","","","","","","",""
"positive regulation of response to endoplasmic reticulum stress (GO:1905898)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"keratan sulfate catabolic process (GO:0042340)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"pulmonary valve development (GO:0003177)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"snRNA transcription from RNA polymerase III promoter (GO:0042796)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"neutrophil extravasation (GO:0072672)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"negative regulation of lipid storage (GO:0010888)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"membrane depolarization during cardiac muscle cell action potential (GO:0086012)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"RNA splicing (GO:0008380)",NA,9330,22,8,105,0,0,0.0865957966989486,1,"","","","","","","",""
"macromolecule catabolic process (GO:0009057)",NA,9330,22,8,33,0,0,0.0279583612385239,1,"","","","","","","",""
"positive regulation of ERK1 and ERK2 cascade (GO:0070374)",NA,9330,22,8,200,0,0,0.15921587342438,1,"","","","","","","",""
"positive regulation of myeloid leukocyte differentiation (GO:0002763)",NA,9330,22,8,31,0,0,0.0262836007386349,1,"","","","","","","",""
"hepaticobiliary system development (GO:0061008)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"establishment of protein localization to telomere (GO:0070200)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of T-helper cell differentiation (GO:0045624)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"DNA biosynthetic process (GO:0071897)",NA,9330,22,8,38,0,0,0.03213424019022,1,"","","","","","","",""
"regulation of sister chromatid cohesion (GO:0007063)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"negative regulation of leukocyte apoptotic process (GO:2000107)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"positive regulation of DNA repair (GO:0045739)",NA,9330,22,8,37,0,0,0.0313003224650203,1,"","","","","","","",""
"regulation of cytoskeleton organization (GO:0051493)",NA,9330,22,8,94,0,0,0.0778427778321578,1,"","","","","","","",""
"protein kinase C-activating G-protein coupled receptor signaling pathway (GO:0007205)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"cytoskeletal anchoring at plasma membrane (GO:0007016)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"negative regulation of cation transmembrane transport (GO:1904063)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"serine family amino acid catabolic process (GO:0009071)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"regulation of interferon-gamma production (GO:0032649)",NA,9330,22,8,42,0,0,0.0354636329427589,1,"","","","","","","",""
"positive regulation of interleukin-8 secretion (GO:2000484)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"sphingosine metabolic process (GO:0006670)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"cellular response to nitrogen levels (GO:0043562)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"positive regulation of fibroblast apoptotic process (GO:2000271)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of interferon-alpha production (GO:0032647)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"programmed necrotic cell death (GO:0097300)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"selenocysteine incorporation (GO:0001514)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"negative regulation of synaptic transmission, glutamatergic (GO:0051967)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"positive regulation of cell adhesion (GO:0045785)",NA,9330,22,8,63,0,0,0.0527790632377211,1,"","","","","","","",""
"positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"cardiac muscle cell membrane repolarization (GO:0099622)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"tRNA aminoacylation for mitochondrial protein translation (GO:0070127)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"glutamate metabolic process (GO:0006536)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"synaptonemal complex organization (GO:0070193)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"piRNA metabolic process (GO:0034587)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"alcohol catabolic process (GO:0046164)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"regulation of t-circle formation (GO:1904429)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of angiogenesis (GO:0045765)",NA,9330,22,8,176,0,0,0.141364100650304,1,"","","","","","","",""
"protein localization to chromosome (GO:0034502)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"regulation of cell junction assembly (GO:1901888)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"response to manganese ion (GO:0010042)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of nephron tubule epithelial cell differentiation (GO:0072182)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)",NA,9330,22,8,78,0,0,0.0649801111380132,1,"","","","","","","",""
"cellular response to oxidative stress (GO:0034599)",NA,9330,22,8,114,0,0,0.0937031974087865,1,"","","","","","","",""
"detection of calcium ion (GO:0005513)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"long-chain fatty acid import (GO:0044539)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"DNA deamination (GO:0045006)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"bicellular tight junction assembly (GO:0070830)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"positive regulation of interferon-gamma biosynthetic process (GO:0045078)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"membrane repolarization during action potential (GO:0086011)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"cellular phosphate ion homeostasis (GO:0030643)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"kidney mesenchyme development (GO:0072074)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"UDP-N-acetylglucosamine biosynthetic process (GO:0006048)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"regulation of ion homeostasis (GO:2000021)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"establishment of epithelial cell apical/basal polarity (GO:0045198)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"cellular monovalent inorganic anion homeostasis (GO:0030320)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"negative regulation of inflammatory response (GO:0050728)",NA,9330,22,8,77,0,0,0.0641710079351038,1,"","","","","","","",""
"regulation of protein processing (GO:0070613)",NA,9330,22,8,127,0,0,0.1038840023427,1,"","","","","","","",""
"gene silencing by miRNA (GO:0035195)",NA,9330,22,8,30,0,0,0.025445274092693,1,"","","","","","","",""
"regulation of T cell apoptotic process (GO:0070232)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"cellular response to mechanical stimulus (GO:0071260)",NA,9330,22,8,47,0,0,0.0396112784361391,1,"","","","","","","",""
"positive regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030949)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"transcription elongation from RNA polymerase I promoter (GO:0006362)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"spinal cord development (GO:0021510)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"myeloid cell differentiation (GO:0030099)",NA,9330,22,8,43,0,0,0.0362944136206721,1,"","","","","","","",""
"regulation of release of sequestered calcium ion into cytosol (GO:0051279)",NA,9330,22,8,48,0,0,0.0404389321873523,1,"","","","","","","",""
"cellular sodium ion homeostasis (GO:0006883)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"phagocytosis, engulfment (GO:0006911)",NA,9330,22,8,103,0,0,0.0850097676638163,1,"","","","","","","",""
"regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"negative regulation of ossification (GO:0030279)",NA,9330,22,8,44,0,0,0.0371245681044704,1,"","","","","","","",""
"hyperosmotic response (GO:0006972)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"sensory perception of chemical stimulus (GO:0007606)",NA,9330,22,8,326,0,0,0.247713054263174,1,"","","","","","","",""
"extracellular matrix organization (GO:0030198)",NA,9330,22,8,228,0,0,0.179631769635754,1,"","","","","","","",""
"positive regulation of multi-organism process (GO:0043902)",NA,9330,22,8,36,0,0,0.0304657761134934,1,"","","","","","","",""
"vasculogenesis (GO:0001570)",NA,9330,22,8,31,0,0,0.0262836007386349,1,"","","","","","","",""
"DNA-dependent DNA replication maintenance of fidelity (GO:0045005)",NA,9330,22,8,34,0,0,0.028794795906706,1,"","","","","","","",""
"ATP metabolic process (GO:0046034)",NA,9330,22,8,55,0,0,0.0462150541761137,1,"","","","","","","",""
"histone phosphorylation (GO:0016572)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"positive regulation of neuron migration (GO:2001224)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"positive regulation of T cell cytokine production (GO:0002726)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"carbohydrate derivative biosynthetic process (GO:1901137)",NA,9330,22,8,28,0,0,0.0237667259715832,1,"","","","","","","",""
"proteolysis (GO:0006508)",NA,9330,22,8,290,0,0,0.223301511347329,1,"","","","","","","",""
"regulation of cartilage development (GO:0061035)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"striated muscle tissue development (GO:0014706)",NA,9330,22,8,28,0,0,0.0237667259715832,1,"","","","","","","",""
"polyol biosynthetic process (GO:0046173)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"glucocorticoid receptor signaling pathway (GO:0042921)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"endoplasmic reticulum membrane organization (GO:0090158)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"tRNA splicing, via endonucleolytic cleavage and ligation (GO:0006388)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"DNA topological change (GO:0006265)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"positive regulation of osteoblast differentiation (GO:0045669)",NA,9330,22,8,34,0,0,0.028794795906706,1,"","","","","","","",""
"positive regulation of secretion by cell (GO:1903532)",NA,9330,22,8,51,0,0,0.0429181500152434,1,"","","","","","","",""
"cholesterol import (GO:0070508)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of transport (GO:0051049)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"regulation of osteoclast development (GO:2001204)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"smooth muscle cell differentiation (GO:0051145)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"regulation of catenin import into nucleus (GO:0035412)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"positive regulation of macromolecule metabolic process (GO:0010604)",NA,9330,22,8,275,0,0,0.212927238232316,1,"","","","","","","",""
"regulation of cellular response to insulin stimulus (GO:1900076)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"protein prenylation (GO:0018342)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"positive regulation of cellular amide metabolic process (GO:0034250)",NA,9330,22,8,60,0,0,0.050322206937613,1,"","","","","","","",""
"intracellular cholesterol transport (GO:0032367)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"snRNA metabolic process (GO:0016073)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"foam cell differentiation (GO:0090077)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of axon regeneration (GO:0048679)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"regulation of coenzyme metabolic process (GO:0051196)",NA,9330,22,8,38,0,0,0.03213424019022,1,"","","","","","","",""
"positive regulation of nitric oxide metabolic process (GO:1904407)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"cellular response to peptide hormone stimulus (GO:0071375)",NA,9330,22,8,109,0,0,0.0897606396931089,1,"","","","","","","",""
"response to organophosphorus (GO:0046683)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"phospholipase C-activating G-protein coupled acetylcholine receptor signaling pathway (GO:0007207)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"mRNA destabilization (GO:0061157)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"establishment of protein localization to endoplasmic reticulum (GO:0072599)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"negative regulation of fatty acid metabolic process (GO:0045922)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"positive regulation of protein localization to centrosome (GO:1904781)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"calcineurin-mediated signaling (GO:0097720)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"regulation of autophagy of mitochondrion (GO:1903146)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"sulfur compound catabolic process (GO:0044273)",NA,9330,22,8,34,0,0,0.028794795906706,1,"","","","","","","",""
"pre-miRNA processing (GO:0031054)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"microglial cell activation (GO:0001774)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"proton transport (GO:0015992)",NA,9330,22,8,30,0,0,0.025445274092693,1,"","","","","","","",""
"digestive system development (GO:0055123)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"negative regulation of telomere maintenance via telomere lengthening (GO:1904357)",NA,9330,22,8,25,0,0,0.02124416059858,1,"","","","","","","",""
"regulation of catabolic process (GO:0009894)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"positive regulation of triglyceride lipase activity (GO:0061365)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"transcription, DNA-templated (GO:0006351)",NA,9330,22,8,355,0,0,0.266886989842439,1,"","","","","","","",""
"positive regulation of DNA-templated transcription, initiation (GO:2000144)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"retina homeostasis (GO:0001895)",NA,9330,22,8,37,0,0,0.0313003224650203,1,"","","","","","","",""
"negative regulation of axon extension (GO:0030517)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"negative regulation of glycogen biosynthetic process (GO:0045719)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"negative regulation of DNA-templated transcription, elongation (GO:0032785)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)",NA,9330,22,8,99,0,0,0.0818304788537869,1,"","","","","","","",""
"cellular metal ion homeostasis (GO:0006875)",NA,9330,22,8,95,0,0,0.0786415281328661,1,"","","","","","","",""
"RNA polymerase II transcriptional preinitiation complex assembly (GO:0051123)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"regulation of cardiac muscle cell action potential involved in regulation of contraction (GO:0098909)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"protein kinase B signaling (GO:0043491)",NA,9330,22,8,34,0,0,0.028794795906706,1,"","","","","","","",""
"regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"positive regulation of proteasomal protein catabolic process (GO:1901800)",NA,9330,22,8,72,0,0,0.0601162955799488,1,"","","","","","","",""
"nucleobase-containing small molecule catabolic process (GO:0034656)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"regulation of microtubule nucleation (GO:0010968)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of reactive oxygen species biosynthetic process (GO:1903428)",NA,9330,22,8,29,0,0,0.0246063159728976,1,"","","","","","","",""
"regulation of cell cycle G1/S phase transition (GO:1902806)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"positive regulation of blood vessel diameter (GO:0097755)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"cAMP catabolic process (GO:0006198)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"cellular response to UV (GO:0034644)",NA,9330,22,8,66,0,0,0.0552303562468349,1,"","","","","","","",""
"cellular response to retinoic acid (GO:0071300)",NA,9330,22,8,41,0,0,0.0346322256659076,1,"","","","","","","",""
"response to interferon-beta (GO:0035456)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"microtubule anchoring (GO:0034453)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"gluconeogenesis (GO:0006094)",NA,9330,22,8,40,0,0,0.0338001913850765,1,"","","","","","","",""
"positive regulation of cAMP biosynthetic process (GO:0030819)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"regulation of apoptotic cell clearance (GO:2000425)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"regulation of T cell proliferation (GO:0042129)",NA,9330,22,8,61,1,0.0163934426229508,0.00114795228066101,1,"PNP","","","","","","",""
"nitrogen compound transport (GO:0071705)",NA,9330,22,8,73,0,0,0.0609284655556842,1,"","","","","","","",""
"negative regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle (GO:0031658)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"activin receptor signaling pathway (GO:0032924)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"negative regulation of cell cycle (GO:0045786)",NA,9330,22,8,71,0,0,0.0593035110555341,1,"","","","","","","",""
"global genome nucleotide-excision repair (GO:0070911)",NA,9330,22,8,31,0,0,0.0262836007386349,1,"","","","","","","",""
"Golgi inheritance (GO:0048313)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of myoblast differentiation (GO:0045661)",NA,9330,22,8,28,0,0,0.0237667259715832,1,"","","","","","","",""
"positive regulation of natural killer cell mediated immunity (GO:0002717)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"cAMP metabolic process (GO:0046058)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902961)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"hepatocyte growth factor receptor signaling pathway (GO:0048012)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"regulation of cellular senescence (GO:2000772)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"regulation of protein localization to cell surface (GO:2000008)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"dendritic spine maintenance (GO:0097062)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"response to ATP (GO:0033198)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"negative regulation of peptidyl-lysine acetylation (GO:2000757)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of cellular carbohydrate metabolic process (GO:0010675)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"fructose 6-phosphate metabolic process (GO:0006002)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of morphogenesis of an epithelium (GO:1905332)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"thyroid hormone generation (GO:0006590)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"positive regulation of neurological system process (GO:0031646)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"positive regulation of transcription, DNA-templated (GO:0045893)",NA,9330,22,8,1119,0,0,0.640302396640443,1,"","","","","","","",""
"positive regulation of gastrulation (GO:2000543)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"chondroitin sulfate proteoglycan metabolic process (GO:0050654)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"cellular response to corticosteroid stimulus (GO:0071384)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"negative regulation of glucose transport (GO:0010829)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"regulation of glycoprotein biosynthetic process (GO:0010559)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"neuron remodeling (GO:0016322)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of Cdc42 protein signal transduction (GO:0032489)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"organic cyclic compound biosynthetic process (GO:1901362)",NA,9330,22,8,36,0,0,0.0304657761134934,1,"","","","","","","",""
"positive regulation of neuron apoptotic process (GO:0043525)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"positive regulation of type 2 immune response (GO:0002830)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"leucine metabolic process (GO:0006551)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"positive regulation of SMAD protein import into nucleus (GO:0060391)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"translesion synthesis (GO:0019985)",NA,9330,22,8,41,0,0,0.0346322256659076,1,"","","","","","","",""
"vesicle-mediated transport to the plasma membrane (GO:0098876)",NA,9330,22,8,30,0,0,0.025445274092693,1,"","","","","","","",""
"cellular response to gonadotropin stimulus (GO:0071371)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"cellular response to topologically incorrect protein (GO:0035967)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"positive regulation of axon extension (GO:0045773)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"regulation of protein import into nucleus (GO:0042306)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"histone H3-K4 trimethylation (GO:0080182)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of translational initiation (GO:0006446)",NA,9330,22,8,61,0,0,0.0511417778485621,1,"","","","","","","",""
"DNA ligation (GO:0006266)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"focal adhesion assembly (GO:0048041)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"intrinsic apoptotic signaling pathway (GO:0097193)",NA,9330,22,8,100,0,0,0.0826262058789381,1,"","","","","","","",""
"regulation of T cell chemotaxis (GO:0010819)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"chemical homeostasis (GO:0048878)",NA,9330,22,8,37,0,0,0.0313003224650203,1,"","","","","","","",""
"regulation of protein localization to plasma membrane (GO:1903076)",NA,9330,22,8,66,0,0,0.0552303562468349,1,"","","","","","","",""
"positive regulation of granulocyte macrophage colony-stimulating factor production (GO:0032725)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"glycosaminoglycan catabolic process (GO:0006027)",NA,9330,22,8,55,0,0,0.0462150541761137,1,"","","","","","","",""
"organic cation transport (GO:0015695)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"negative regulation of double-strand break repair via homologous recombination (GO:2000042)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"mitotic G2 DNA damage checkpoint (GO:0007095)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"mitochondrial RNA metabolic process (GO:0000959)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"cellular response to glucose stimulus (GO:0071333)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"glucose transport (GO:0015758)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"response to vitamin (GO:0033273)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"vitamin transmembrane transport (GO:0035461)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"eye photoreceptor cell differentiation (GO:0001754)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"cyclic nucleotide catabolic process (GO:0009214)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"negative regulation of calcium-mediated signaling (GO:0050849)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
