Gene	RNA	Protein
CFAP45	6.636047011	12.0358572
DYNC2LI1	5.283839804	12.03247741
CEP135	3.384333532	12.01703684
PPP1R8	5.078899167	12.01303235
CC2D2A	6.303588766	12.00989514
DYNLT3	4.978797832	12.00098945
GALK1	2.130804412	11.99784925
SNX18	5.088242865	11.99384161
RAD23A	5.721115224	11.98587514
ESRP1	6.436402488	11.98400469
EFL1	4.508871947	11.98350104
CALD1	5.51640977	11.97508556
DAG1	6.876407184	11.95689648
AK9	5.564801109	11.95643265
TNPO3	5.691694194	11.95020646
SHC1	6.561697602	11.94784112
STX5	4.758441797	11.94454521
RAB4A	5.207133557	11.91481821
COQ8B	5.254890573	11.90446191
THEM6	4.253889682	11.90298325
NUDT12	4.541553681	11.88878339
SH2D4A	5.487228839	11.87807679
IGF2R	7.38022661	11.87024648
SMYD2	5.759123394	11.8640523
DIP2B	6.063495838	11.84028157
BIN3	4.768702321	11.83433039
MRI1	4.299007459	11.83247159
YTHDC1	6.824120553	11.82546783
RNF213	7.83360201	11.80932984
CIAO2B	4.52815237	11.80884848
CHST6	7.16304145	11.79925102
SNX9	5.233176932	11.79787994
EMC2	5.275926036	11.79563296
PEX14	4.33716063	11.78883257
TRIM56	6.831376787	11.76876252
ASPSCR1	3.88149988	11.76707651
GAN	3.390560189	11.76544177
SAMD9	7.466201847	11.76086437
MRPL28	4.954574717	11.73980938
PLEKHA7	6.318558571	11.73186225
VPS18	5.094827531	11.70242914
ELP1	5.842656267	11.68566782
VWA3B	6.015634259	11.67120606
XPC	5.352720776	11.643493
PHF6	5.032088534	11.59659089
CEP170B	6.849930089	11.58334311
DLGAP4	5.61924964	11.57285411
ARID1A	6.88367302	11.56280874
LEMD3	5.176392724	11.56174004
CDC73	5.185791625	11.55517454
ADGRE5	5.736607141	11.54827231
B2M	10.11454241	11.54414234
TP63	6.676695952	11.53821563
NUB1	6.082685155	11.53818372
CDC42EP4	6.320747707	11.52172994
ABHD6	4.038578156	11.51638193
PUM1	6.896783357	11.44893855
UACA	5.598845859	11.44626475
RIPK1	5.58020429	11.30985718
BRD4	5.559504083	11.21219622
TBC1D5	5.539980105	11.20289614
PRKAB2	4.484590519	11.14058232
EEF2K	5.284323213	11.11781623
CFAP65	5.979798981	10.94019918
MMP10	6.271602651	10.87628492
ATP5MG	6.183424921	10.84065109
PRPF38B	5.789555747	10.8406126
SNX3	6.611040445	10.78459931
SRSF6	7.361506823	10.77981483
RPGRIP1L	5.328730046	10.70165846
VAT1	5.774951655	10.65243946
ATP5ME	5.550668913	10.64755134
BPGM	5.281462684	10.64604749
HACD2	5.578343132	10.61595663
NOS2	3.631656887	10.60697498
EIF4E	4.122998278	10.59133195
PPP1CA	6.391379637	10.57947984
SRSF5	7.7473917	10.53713096
TMEM43	5.995522614	10.52370015
SERPINB10	2.337685712	10.51683008
DDT	3.118120339	10.47282047
SYPL1	6.908643144	10.45422583
CLIC3	2.575006783	10.4426992
CDS1	7.182359105	10.43839444
BAX	4.828434158	10.43644519
GUK1	6.390399316	10.42715787
HDGFL3	5.075249696	10.40519731
SNRPE	3.746636976	10.40398461
ANKRD35	5.433637738	10.40254835
BCAT2	3.833144209	10.39958918
WFS1	5.019064325	10.39510132
GAR1	3.624094218	10.39349128
SPCS2	5.030447347	10.38695283
EIF2B1	4.703598203	10.38670711
CXCL17	7.719983763	10.37561415
CRK	6.037795674	10.3643201
PYCR3	2.82379413	10.33688111
GAMT	2.742244866	10.32723217
DBN1	5.457864923	10.32462089
RANBP3	5.218754394	10.31105937
DHRS3	6.671544461	10.31078037
SF3B4	5.589040808	10.31013738
NFU1	4.433880362	10.30770387
GIPC1	7.211700447	10.29042056
SACM1L	5.547393005	10.28634858
RNMT	5.457649496	10.27542044
B9D2	3.551406346	10.24731752
ATP6V1D	6.243498339	10.23917446
DDX23	6.421243309	10.23776424
BRCC3	4.972769824	10.224776
ATP6V0D1	6.181512751	10.21591064
NECAP2	5.696681394	10.21010162
TTC21B	4.928193293	10.2083392
DDX21	6.448270732	10.20043983
CDH3	7.33162399	10.19284561
EXOC2	4.844967791	10.18707666
TRMT10C	4.230222842	10.18552834
DPM3	2.867610607	10.18194843
CLPP	4.228290614	10.17993671
PGAM5	4.288757295	10.16911702
PLCD1	4.082919477	10.16364908
SUMO1	5.546165418	10.16335169
LSM14A	6.223955758	10.16223486
RAB5B	7.294383095	10.15948425
RABGAP1	6.346119898	10.15728873
PPP3CA	5.395963576	10.15319042
PPM1H	6.254277197	10.15258804
GRIPAP1	5.448262023	10.15216313
FOXA1	6.935921067	10.14959482
NPHP4	4.242006068	10.14475953
EML3	5.122393131	10.13350181
PTK2	6.857208039	10.12277555
NUDT14	4.051270483	10.10915211
GLYR1	6.720489179	10.10845851
PGRMC1	6.119793676	10.10550259
CFAP70	6.209569724	10.10301566
EPHA2	7.549241253	10.10025147
CORO2A	6.372548697	10.09980124
DCUN1D1	5.083187383	10.09167951
ADNP	6.828439912	10.08240204
FKBP8	6.944595721	10.08098395
UBE3A	6.158386532	10.07880711
SLC25A29	6.030397935	10.06757155
EMD	4.586053915	10.06730433
ECI2	3.96435836	10.0611438
MCM2	4.032385283	10.05818529
ACOT7	3.685129493	10.05630902
C11orf52	4.432907367	10.04977265
SLC34A2	5.056185048	10.04711146
EIF2B4	4.650542626	10.04627301
RSPH3	6.000617289	10.04245918
ATP6V1B1	3.008430628	10.03509277
DTHD1	7.16791293	10.03193248
CDK1	3.913908706	10.02332889
ILK	5.6431341	10.02069082
OGT	7.329572323	10.01640782
RER1	6.375906796	10.01193246
PSAT1	4.089208448	10.00137981
KDM1A	6.349625962	9.996559468
APIP	3.549128944	9.99449705
BAG2	3.189314007	9.988520408
GPHN	3.524495661	9.977407565
DPYD	5.162204932	9.973534272
PRKAR1A	8.532427381	9.972604345
RAP2B	5.035801446	9.972415126
STAM2	5.732099364	9.969632921
COMMD4	4.305153219	9.969188732
SBDS	5.480061032	9.96794293
NUP35	3.142029896	9.964870984
SDC4	7.993498662	9.964222264
IFI30	4.140207854	9.957097509
SNF8	4.634488947	9.945971725
LBR	4.892198699	9.938879728
MTOR	6.329196598	9.935931412
POLR2H	4.740737269	9.931212572
HID1	4.587583969	9.930800099
RBM22	5.103755517	9.930676252
LNPEP	6.014131103	9.929579867
STRN	5.69007464	9.929101345
VSTM2L	6.431780666	9.928696255
NXN	5.68451245	9.924243065
PAPOLA	7.353470927	9.920161422
CARS2	5.024058091	9.906136646
RDH11	6.019012461	9.885104622
FAS	4.697109526	9.878273551
DHRS1	4.333373375	9.868648965
CTSL	5.178710027	9.862885396
SOX2	6.542217936	9.860852616
DCTD	5.566375155	9.858284432
STX2	4.688697948	9.844144756
FCSK	3.852758643	9.819928425
GTF2F1	6.184674842	9.814834799
LYPLAL1	3.469650674	9.811318588
AHCYL2	5.047814603	9.807960344
HTT	6.444799981	9.804058827
MRPS5	5.111575352	9.802421052
RSF1	6.169671556	9.79667498
UFSP2	4.067709716	9.796553784
LYAR	3.073835491	9.793911973
TEX10	3.847415829	9.783252173
DHX36	5.530140564	9.7805681
FARS2	3.866261687	9.774019603
ABR	6.62653509	9.766097585
TCF25	6.462004172	9.756684365
MYBBP1A	5.212360965	9.748674343
STAG2	6.729736718	9.745597944
NELFA	4.520712411	9.735811955
FTH1	8.745618351	9.735210493
LARS2	4.643356344	9.734050242
TERF2IP	5.514888754	9.724733719
ROCK1	5.911190613	9.724514259
CWC15	4.99727796	9.711564578
ATG16L1	5.060692386	9.711012337
SHOC2	5.612259542	9.710745268
PAK4	5.401409386	9.690831583
FTO	5.624168767	9.668399624
NELFE	5.522166726	9.642321255
FMR1	5.296339153	9.617204798
ANO10	4.200405277	9.608346068
XPOT	6.205374812	9.607832094
TOR1AIP2	5.34350237	9.599333719
MLST8	4.521333491	9.574140044
WASHC4	5.611884867	9.553801198
C20orf27	2.54083089	9.509387075
PPP1R10	6.37373838	9.489080531
POLB	4.2576713	9.480422055
ZKSCAN1	7.227221834	9.440895101
CTCF	5.551865292	9.429306344
ARMCX3	5.430911361	9.413437725
PCID2	4.616004944	9.343188629
C16orf70	4.390229532	9.272751348
LAS1L	4.809885608	9.263141867
MTMR1	5.71968077	9.249229072
ARHGAP12	5.569718899	9.213649832
RBBP6	6.264339423	9.099623136
CAMSAP1	6.57314605	9.052687525
TMF1	6.452152666	9.051680568
GOLIM4	4.44057412	8.997350655
CFI	3.472991653	8.808757138
MYDGF	4.617099044	8.735438418
CXCL8	6.48765772	8.690900791
BPIFA1	6.514291224	8.595183344
SLC25A3	7.607927805	8.591927715
RPL13A	8.944154385	8.579651357
FBLN1	5.710767128	8.559065575
TMA7	5.170109687	8.547757019
BCLAF3	3.549114004	8.499785443
LSP1	3.666358963	8.49469157
LAMP1	7.42242445	8.437032653
APP	9.372866368	8.435417105
ELMOD2	5.181264084	8.411640068
LXN	4.97283963	8.395551987
SH3GLB2	6.211276188	8.367529589
HERC4	5.308205182	8.358393717
COX7A2L	5.834094231	8.35521246
TP53I3	5.224623477	8.349461075
CAPSL	5.780369812	8.347447403
ASAH1	7.577336274	8.344966455
WDR60	5.693144796	8.336185208
INPP4B	5.221359181	8.312716058
DNAJC5	6.998228201	8.309125594
MGMT	4.437607333	8.30422663
WDR5	4.811492708	8.297910418
LIPA	6.356039059	8.285610851
ENTPD5	5.334182886	8.282408149
ALDH1B1	2.960208343	8.281807102
TIMM50	4.605827894	8.273701427
SRR	3.464641767	8.270622252
CISD2	3.985920108	8.25867361
WDR82	6.349300939	8.256159068
TRIR	6.37572948	8.255321049
RETSAT	5.632828941	8.243319533
MCM4	5.52672802	8.233952904
COQ7	4.548563327	8.23272498
UBE2L6	5.956634002	8.219265934
MARCKSL1	5.916260136	8.205301418
SLC27A1	4.844170486	8.204844157
IGF2BP3	3.633097793	8.190511835
TCIRG1	5.895427695	8.181064517
GNPNAT1	5.065310957	8.179108165
GRB2	6.244651276	8.161428029
GNA13	5.742067223	8.154808559
SMARCD2	6.342287082	8.151653562
HGS	6.097389508	8.150724309
NDUFB4	5.016453036	8.146531772
SPRR2D	2.555526265	8.124304457
APOL2	5.033497664	8.111775935
PNPT1	5.420642788	8.106444018
ASMTL	3.449126589	8.106439666
SRPRA	6.252619756	8.105663283
PEA15	6.258955056	8.094738655
PPP4R2	6.007640018	8.089807042
GSTA4	4.757868412	8.085087234
NDUFB7	5.380007888	8.079293077
PPP6R3	6.758173338	8.07396854
PLAU	6.341279998	8.071667117
NAGA	5.002396001	8.070505973
TOLLIP	5.812828642	8.070427412
NDUFB3	4.884328002	8.068590823
PLTP	4.785086509	8.067833224
UGT1A6	5.869029614	8.066345216
MRPL50	4.685546846	8.06455362
PPP1CC	6.479019972	8.064289901
NECTIN1	6.878858949	8.054296415
POLR2J	3.926969992	8.051563805
POLR1C	4.371299227	8.047277202
STEAP3	6.717625401	8.044704218
AP1S1	5.190372731	8.043533662
WIPI2	5.81518335	8.038472549
PACSIN3	4.801182685	8.025194238
KDM6A	5.421082378	8.016495056
GPC4	4.32762424	8.016172034
CTPS2	4.298356368	8.00919918
AGTRAP	5.064360226	8.006645716
TMTC3	5.907288688	7.990995079
FBXO22	4.837546531	7.985167074
RBM17	5.643868603	7.982931005
ZRANB2	5.844666267	7.972312763
LDLRAD1	6.040329777	7.970549633
AKAP8L	5.790612331	7.964885769
CCDC96	5.158675906	7.961779785
TM7SF2	4.666008095	7.957191965
LYPD3	4.777801391	7.955102959
UBE4A	6.053129185	7.951737368
POC1B	5.084513289	7.950179152
ARFIP2	5.985720065	7.948992363
NCEH1	4.352537361	7.946026197
GOLGA4	7.163595314	7.945664571
STRN3	4.88219717	7.940209186
CEP290	5.673953673	7.938298763
SP100	6.522147689	7.933414298
EIF4EBP2	6.927427357	7.933353039
CCDC88C	6.985939775	7.931960745
AP3S1	4.948763284	7.928047075
CEP131	4.010389724	7.925922236
GRHL2	6.602583012	7.924064271
ARMC9	5.081782691	7.921648555
CELF1	6.58534739	7.91944171
PDPK1	6.259862218	7.91892782
MRPL45	4.932969572	7.913258888
LZIC	5.04738125	7.899843592
GTF2B	5.072303899	7.899250546
SEL1L	6.148479373	7.898094858
OCLN	5.175501671	7.897729406
RBMS1	5.511866479	7.888915205
TBCD	5.416565641	7.879753808
CFAP73	5.797327293	7.87860156
RELCH	5.724670453	7.875151165
RALGAPA2	7.356122304	7.872249547
UBQLN1	6.476814733	7.870349074
GNL1	5.482828743	7.864947369
LARP7	5.742274864	7.861728581
PIGK	4.348513572	7.851869255
DNAH1	6.218007279	7.849609499
BABAM1	5.018358991	7.848561303
EXOC6B	5.375262162	7.841167604
NDUFAF2	2.666703766	7.837186148
MFAP1	5.391968065	7.833485412
NDRG3	4.900769857	7.814668445
TFCP2	5.32024454	7.814645297
SCO1	4.950281744	7.813816918
ARHGEF16	4.510599196	7.813311756
VPS53	5.134482451	7.812170043
CFAP157	6.89074043	7.805661087
ATP8B1	6.691721594	7.789852485
AASS	3.876326501	7.782111722
SPG7	5.744637932	7.772631971
GPNMB	6.993076628	7.764979975
ENTPD3	4.778905497	7.764387127
RBM12	6.001427713	7.760657371
TTC38	4.00767658	7.756637703
CLNS1A	6.232487905	7.756169222
STIM2	6.447945975	7.755874857
CDK5	3.354017077	7.745064391
DRG1	4.856500686	7.741077898
DHX30	6.121053445	7.730215328
ZC3H18	5.177088868	7.723924618
MST1R	4.982354828	7.722607238
SLC39A9	6.298070627	7.714777209
RAB4B	4.035871794	7.710494217
BBS1	5.179667	7.705486028
NAA25	4.984189574	7.696726962
EEFSEC	3.078186414	7.694779961
MRPL10	4.106254086	7.690102987
PIH1D2	4.634403169	7.674876701
TRPT1	3.868051969	7.670875375
THOC2	6.105043291	7.649150705
PLD1	5.568698516	7.631858023
CTPS1	3.98825292	7.622468562
RNF114	6.05601625	7.620579987
CAMSAP3	4.558761175	7.602489908
CDKN1B	5.061716695	7.592025604
SCRN3	4.221078981	7.586653693
SYF2	5.580493834	7.580402556
PIGO	5.111741168	7.576485343
XPO4	4.878989354	7.571432037
SIN3A	6.462910584	7.566640052
IQUB	5.198529575	7.540182955
PSME3IP1	5.713853247	7.533635242
BTAF1	6.30120024	7.496223803
AKAP8	4.845990582	7.465972672
LRRC6	5.757418799	7.432313822
PDCD11	5.516928953	7.419436435
TBC1D10A	4.503155323	7.407749206
TRPM4	5.173233114	7.382315015
PYURF	5.098046157	7.319699013
RAVER2	4.459592525	7.16086937
MUC19	-0.309410645	7.150953486
AHI1	4.695217262	7.113242778
MSMB	6.849301565	7.073403816
RARRES1	5.589266682	6.958712985
CDC40	4.579151411	6.944128726
RPL29	7.016280582	6.802123285
OLFM4	2.080140821	6.725278137
ISG15	5.948874799	6.596315742
RAB6D	3.565404801	6.554604411
ANPEP	3.560671695	6.550202722
HPGD	5.058141158	6.547765956
FUT3	5.704407447	6.529466645
ATP5F1D	4.654197294	6.526438865
MGST2	5.403251671	6.523400102
DUOX1	7.074249861	6.444349615
GCHFR	4.366851837	6.422883944
APOBEC3C	5.520205896	6.393514155
PPIF	5.497208137	6.362290468
TFF3	4.642922691	6.356208121
C4orf33	4.445940675	6.336699145
C7orf57	4.814557551	6.334851164
LGMN	5.167024012	6.334811749
DNAJC13	6.147826796	6.316770875
MRPL12	4.670703816	6.308442321
NDUFA6	5.237281355	6.293320321
NDUFA4	5.341559448	6.277693095
PEF1	5.29362289	6.2765319
TRAPPC3	5.346882611	6.275578671
STX7	5.594876804	6.25842891
TPPP	5.519252149	6.241907219
CRNN	-2.418368713	6.237763126
EHBP1L1	6.279095722	6.233590045
MLEC	6.943478573	6.232803777
TMEM231	6.452043467	6.226982161
CAV1	5.515722555	6.214818535
CD74	7.646142977	6.213006705
MDK	6.88556103	6.205173715
MOB4	5.21950532	6.197223322
GBP1	4.919294475	6.197179194
MAP1S	3.977504163	6.172048356
MUC13	4.884830981	6.167286778
MESD	5.515261508	6.165223612
MAN2B2	5.427885761	6.154524745
LAMB3	7.825296419	6.151500922
PEX11B	4.860035671	6.140893168
ANXA9	1.083979638	6.136558463
PDZD11	4.501519145	6.136005898
SSR3	5.935986372	6.131479948
RIBC1	4.49713875	6.131470736
TIAL1	5.744318924	6.125123453
NECTIN4	6.059001772	6.123265302
EXOC3	5.279419351	6.116188123
PPP6C	5.534624398	6.111482144
DR1	5.374195035	6.101693046
INF2	5.478516739	6.100618265
AARSD1	3.848701382	6.100554982
CA13	3.023112045	6.097884386
UBXN11	6.161599215	6.096720992
TARBP2	3.94625127	6.096584668
NDUFS4	4.734523857	6.090859289
SIAE	4.762695408	6.089942958
GSTM1	0.786803624	6.087707208
CHID1	4.994936585	6.087163063
COPS7B	4.665142914	6.084520597
RAB27B	5.970182369	6.075234548
WBP11	5.835580939	6.073093129
PPM1B	5.05456305	6.071298604
CCDC13	4.74413554	6.071201139
TRMT112	5.222977131	6.070697037
WDR13	5.901514544	6.067726632
CEP97	4.847821748	6.061978149
UQCRQ	5.574006103	6.060460485
UBE2Z	6.641230485	6.056020049
ATG3	5.226343468	6.051309203
DPYSL3	3.129360403	6.048012634
TOP2B	6.89650692	6.046119764
ZC3H15	5.763472838	6.045675518
DHRS4	3.5123739	6.045651996
HMGN5	3.028611244	6.03724739
ABCB6	4.173516991	6.035647246
HIGD2A	5.354250542	6.033098944
SEMA4B	6.814334265	6.024258835
EIF2B5	5.456400346	6.020718616
ZNF330	4.351126793	6.018811548
ABHD12	4.785692946	6.013368302
SLC26A2	7.157003184	6.012617629
CUTA	5.381112139	6.011349312
COQ5	4.388915103	6.011246668
FAM50A	5.14441929	5.996464951
SLC23A1	3.550505342	5.996033865
ESRP2	6.411008558	5.994217538
BTD	4.777924025	5.991985709
NBEA	6.158042062	5.990398243
FBLN2	3.990552227	5.984283775
DRC1	6.376053355	5.981139238
ISOC1	3.532412626	5.971482065
RABGGTB	5.13998455	5.966733753
SNX12	5.128996328	5.965509335
STK11IP	4.98219321	5.952746092
LSR	6.56570316	5.952527971
PPP4R1	7.324638881	5.950932574
ANKS1A	5.939501066	5.947332585
WDFY1	6.397356014	5.947069795
MCM7	5.503162133	5.945781298
PIH1D1	5.05888344	5.94417694
MRPL44	4.230433018	5.942875758
MRPL14	4.626905076	5.940253562
NCOA5	5.383991495	5.936644977
PQBP1	4.830769545	5.933533272
ACAP2	5.753657742	5.930422053
GTF3C4	5.340747942	5.929071969
FXR2	5.204857595	5.927955578
GSTM2	3.494055494	5.922333398
MRPS16	5.311230312	5.922112121
SPRYD4	3.495175	5.921509117
SRC	5.759557277	5.920701562
PTPN11	6.624626183	5.9144216
UBE2O	4.729923529	5.910341805
TUBGCP2	6.400852982	5.910053704
SELENOH	5.677876618	5.906474245
IRF9	6.711304901	5.895903004
NLRX1	3.976378403	5.894098015
SORL1	6.741780791	5.893647865
ACSL4	5.442995473	5.892169058
ETV6	5.991516116	5.89069869
FYCO1	6.345443682	5.890323542
MRPL16	4.038912554	5.886043358
OTUD4	6.437343298	5.882707613
TRIOBP	6.09293472	5.874093238
C12orf57	5.091057507	5.868050233
CHP1	6.305451185	5.865625405
DDX3Y	4.439981016	5.864350339
SPATA6	4.889405498	5.863007005
FAM114A2	3.862787008	5.849606047
POLR2G	4.588014038	5.842969015
FN3KRP	4.179099042	5.839778028
SMN1	2.283840474	5.83627818
MPRIP	6.826128325	5.836190012
MFSD6	6.934902207	5.832296036
AMPD3	5.483913312	5.8312519
ZC3H14	6.077394434	5.827527642
ITFG1	5.859787361	5.824884564
NUFIP2	7.013674152	5.823206085
OGFOD2	3.950980641	5.823066371
NUP85	4.503131841	5.821219901
MICALL1	6.158733306	5.820573872
RBM7	4.480860503	5.818484671
PPP4R3A	6.340501358	5.810008962
THOP1	4.723544318	5.798322761
ACTR10	5.28952169	5.796018987
TRNT1	4.148299674	5.79551283
ERGIC3	7.344488278	5.794935152
SPAG9	6.36238371	5.777101143
PRKAG1	5.202825458	5.773454412
PRPF38A	5.054025921	5.769115932
MRPL48	3.874261315	5.766379243
FAM136A	4.936832115	5.762054865
GALT	3.381088382	5.756883041
BBS2	5.680644552	5.755344132
NFXL1	3.643459656	5.752731855
UBAC1	6.049817921	5.752483449
MID1	5.686603049	5.749892979
ANKRD28	6.105982494	5.745983396
NFYA	5.237757222	5.744227772
YARS2	4.141464204	5.743322508
USP19	5.903416187	5.728563383
PALM	4.541067083	5.72083161
CTDP1	4.937146888	5.710708792
ABCF2	5.286136178	5.709083668
VANGL2	5.909843233	5.688663957
CDC23	4.918351338	5.679973157
C2CD5	5.57901391	5.677630325
CEP95	5.167580981	5.659868804
C2orf49	4.548724376	5.647150146
COA7	3.699470792	5.640882471
FNTB	4.117401105	5.637853474
BLOC1S5	3.464925171	5.633643962
CAB39L	4.977727274	5.628646537
EPHB2	5.928290523	5.627743035
COMMD1	3.892161702	5.626759135
ELF1	6.677846341	5.625321588
SLC16A1	4.077333509	5.610749511
MEPCE	5.179253959	5.600174133
TRAFD1	5.890661116	5.598895731
LRRC71	4.597046012	5.569197902
ARVCF	4.471413692	5.569166558
MPV17	4.43483174	5.567235136
IPO11	5.367316375	5.558740385
PHF3	6.320854324	5.554342855
PRKCA	3.80686413	5.47910905
GGA2	5.886189947	5.469762584
AP1G2	6.282506331	5.464644422
CEP120	5.074964072	5.455484488
CEP170	4.405108854	5.385484842
SPECC1L	5.676803942	5.236772258
USP6NL	5.311453241	5.179753516
FN1	6.236865848	4.915010172
RBM15B	6.201363791	4.910860521
SERPINA3	4.792191874	4.783056472
TAGLN	3.436303245	4.734640184
TUBB3	6.208572894	4.706325399
ICAM1	5.169194604	4.607101745
CXCL6	4.378039858	4.604782508
SRP14	7.253661581	4.505641432
ACTBL2	-1.313365293	4.427481764
SAA1	6.35315806	4.415751485
PDLIM7	4.26630709	4.395622383
VMO1	5.141502972	4.387804481
NTN1	7.031310326	4.348149841
SERPINA1	4.673126994	4.345123151
LSM3	4.584393622	4.331395393
FBXO2	3.829553067	4.320275991
SNU13	5.899725736	4.309225127
C6	2.698266159	4.283380452
SPRR1A	2.438197594	4.276187888
GLS	4.808266964	4.263747585
A2ML1	3.160555342	4.259505837
PRSS8	5.399714141	4.255231052
RPL37A	8.375424916	4.248486455
DUSP3	5.692138342	4.241649192
ST6GAL1	7.485660714	4.238219362
UCHL1	-0.254205865	4.235114086
PTTG1IP	7.772284608	4.222130335
GALNT6	3.749876939	4.220684659
PGRMC2	5.065691822	4.211159697
MLPH	5.939378306	4.209018133
DUSP12	3.391745976	4.19930089
CCDC58	2.771468983	4.197930046
CFAP77	4.50412946	4.195467462
CEPT1	5.191082864	4.189675467
UGT2A1	4.656090817	4.187012314
SCEL	4.686507746	4.182795488
ARFGAP2	5.816905081	4.181658821
LSM8	4.774866822	4.175133171
SNCG	1.352066375	4.168066982
TAP1	5.881919675	4.164490792
SLC15A2	7.461103207	4.161701339
PODXL	6.671311006	4.158976935
RPAP3	5.109884379	4.158921836
MEMO1	2.992733508	4.157148308
SLC44A2	7.325105658	4.156219815
SEC62	6.829512951	4.153056642
GALNT4	5.341829742	4.15061623
MAL2	7.619323367	4.140371714
GSDME	3.790128293	4.136182322
PHYHD1	3.89110966	4.13136915
DPM1	4.993176292	4.130431657
PPP1R32	3.87365309	4.129687006
PSMA7	6.02465807	4.127788201
HAT1	5.231803671	4.123429475
CFDP1	5.965417585	4.121000457
VPS4A	5.280639541	4.110587421
MCM3	5.143196745	4.110005269
CD99	5.399032299	4.107849724
LDLR	7.21190278	4.102413697
MTRES1	3.577897572	4.100785723
COLGALT1	5.495786486	4.095557642
SLC9A1	5.710911871	4.092552016
NDUFA2	4.725438093	4.092461722
PSPH	4.159132043	4.091880432
EXOSC5	2.521925349	4.086141066
MAP2K3	5.296210529	4.083970902
NGFR	4.016828984	4.083035742
NDUFA11	5.439975036	4.082920921
HDDC2	4.521546422	4.080858275
SRP19	4.756167998	4.077535286
NPC1	5.161258862	4.077151775
TGM1	4.444896141	4.075306202
ASB9	2.01178939	4.071883015
NUDT2	3.691732768	4.069058858
STK10	4.464866793	4.067034725
MRPL54	4.04693005	4.065411146
LLGL1	5.131573864	4.060701035
NDUFS7	4.439022749	4.059467634
UBFD1	5.713047715	4.059118903
APLP2	9.068407202	4.057171878
DDR1	8.907698784	4.051942724
VAC14	5.222417806	4.050153018
PPIL4	5.174835483	4.048308656
MAOB	2.195355876	4.047782228
IRGQ	4.594529237	4.047416467
OSBPL3	5.912967485	4.045135696
TMPRSS11D	4.962865981	4.044421475
SLC20A2	6.545686971	4.043734832
SUMO3	5.783025233	4.040976807
TMEM87A	6.496326969	4.040611062
COMMD3	4.903387994	4.039639345
ADGRF1	7.416543515	4.039235403
MRPS2	4.351158621	4.038009825
CRABP2	5.505117421	4.036280199
MRPS17	3.324321019	4.035043949
CCDC17	7.360110668	4.032958105
SLC30A9	5.992957498	4.029630336
DCXR	4.20889419	4.025080528
PSMG3	4.380420918	4.024552391
TCEAL3	3.741462495	4.023949049
RBM15	3.362577183	4.023918622
MRPL13	4.59582718	4.022138646
MYEF2	4.27412614	4.021541573
UQCC2	4.464330366	4.021333722
SNX4	4.735835215	4.014385115
WDR43	5.214579746	4.009338792
PSMA6	5.8384844	4.007979913
PSMA2	5.819714802	4.007941452
SEC63	6.219916208	4.00498005
SLC41A3	5.050595095	4.002853835
PPM1A	5.484231647	4.001700302
SPATA6L	4.031954024	4.001439752
ODR4	4.732723218	3.999462756
MARCHF5	5.016237282	3.995800037
STK26	4.340651154	3.995302496
MICU2	5.177834774	3.994598629
ZNF428	4.787381285	3.989548378
NPM3	3.110054673	3.987538542
DNAJC2	4.8225438	3.986967846
PCYT1A	5.926068736	3.984909495
NELFB	5.217512366	3.983389162
VPS52	5.486396099	3.982691626
ARHGEF37	6.3613242	3.982287021
UPF2	5.82943027	3.981831771
PFDN1	4.765807043	3.981201892
UBE3B	5.871359154	3.980759812
TEKT3	1.889391188	3.980097233
NMRAL1	4.432903363	3.97788369
ACOT11	3.181775463	3.974695515
PDP1	5.779420136	3.974383745
SEC11A	5.977583151	3.974165099
HMGN4	4.442147895	3.972585599
SEC24D	5.36537035	3.972444592
MTCH1	6.701549842	3.972017995
IQGAP2	3.704998176	3.971594208
SLC7A5	5.073224214	3.971401359
ASF1A	4.091375468	3.970878807
ASRGL1	3.92098492	3.970610765
ARSA	4.733309236	3.970353458
UBE2G2	5.487143239	3.969405339
SCAMP3	4.95687752	3.968924525
ALPL	4.530292861	3.968139433
MRPL47	4.596273709	3.966962203
MRPS18B	5.121680337	3.966495961
CCDC12	4.766991502	3.964656985
GALNT1	6.663267844	3.964643398
REPS1	4.780077028	3.963840174
MRPL30	5.052201634	3.96301169
GABPA	4.282236218	3.962271059
AGPAT3	6.378937504	3.962240347
MCM5	4.010307671	3.960258079
SMARCC1	6.879158675	3.958194972
NDUFV3	4.686925928	3.957547606
LPCAT2	4.164198139	3.956718748
STXBP1	4.314479838	3.955512865
LACTB	3.352951061	3.955208821
NFIC	6.082294772	3.954071794
DENND10	3.676790503	3.95134652
MRPL40	4.655955282	3.951260188
PBX1	5.895203456	3.950114463
TMX2	5.541176029	3.950085396
EFCAB7	4.243638328	3.945457907
CCDC6	6.100442107	3.944564976
RRP12	5.117357229	3.944078072
CWC27	4.49624747	3.944054168
THOC3	3.049026846	3.943635688
SMNDC1	4.134337348	3.941197544
KLF5	8.649179328	3.939378284
SMARCB1	5.479750179	3.939173203
FADD	4.231114082	3.938271845
PCP4L1	3.057277149	3.938037091
VPS36	5.871017114	3.935808475
QDPR	3.181573579	3.934292094
POLR2E	5.979673268	3.934118651
DDX39A	4.873934211	3.933879677
DDB2	4.619481593	3.933494919
EXOC5	5.711195265	3.932393942
MRRF	4.985420746	3.931137352
RRM1	5.624995513	3.928711899
ATP6AP2	6.393760316	3.928309761
