Gene	RNA	Protein
DCTD	5.453897747	14.00661418
ARSA	4.4705383	14.00604496
DHRS1	4.235145196	13.96034748
NAT14	4.590281772	13.95969736
WNK1	7.589292209	13.95963182
NELFB	5.172023728	13.94003597
AK9	6.287840349	13.9324838
RELCH	5.663204805	13.9044946
PHF6	5.103422997	13.90390108
UBXN7	5.837206373	13.90250587
PMM2	4.479231547	13.8997749
GPNMB	6.813419742	13.89059623
FCSK	3.904527102	13.87203168
P4HA1	5.433574094	13.8679068
PSCA	8.467387781	13.86129265
MSH3	5.517457736	13.8541653
SAMD9	6.862219617	13.84217091
AASS	3.452210142	13.84127472
DLGAP4	5.34088309	13.83556779
GOLPH3	6.411027319	13.82389714
UFSP2	4.20435399	13.82359379
PBXIP1	6.594379884	13.8093776
AP3M1	5.38247984	13.78623238
ROCK2	5.554415254	13.76165
VCPIP1	4.822512861	13.76025324
FAM98C	3.956902811	13.74953657
ARID1A	6.357584178	13.73667702
PALMD	4.892079677	13.72534837
TBC1D5	5.356361915	13.71729638
GTF3C1	6.907533966	13.7113554
NELFE	5.895752786	13.67557827
GBA	4.824711371	13.67290758
LEMD3	5.157228052	13.66863163
VPS52	5.448254236	13.65462782
SHOC2	5.859336251	13.61516703
HMGCS1	6.681070234	13.60463904
RPRD1A	5.841622832	13.56815539
POLB	4.496131038	13.52482185
TUT7	6.215809042	13.50019818
SLC27A3	3.080371834	13.46054775
LIMK2	7.72287727	13.45912093
DPP9	4.613624739	13.39029849
GTF3C3	5.700994905	13.37745307
UBAC1	6.319235994	13.31175906
CLASP1	5.831183991	13.26330829
SLITRK6	6.337445037	13.22766603
VIM	5.719807075	13.21306633
SRP14	7.693865686	13.14018316
MTMR1	5.507568038	13.12457051
ALDH1A3	7.243695526	13.08589547
DDX47	5.595571263	13.04718198
RPL13A	9.212604792	12.76252516
SPRR1A	2.609781373	12.749702
ATP5MG	6.555989053	12.7100551
SNU13	6.116145399	12.66580156
PRPF38B	5.389816654	12.62088644
ATP5ME	5.917550945	12.60342148
GMFB	4.868647328	12.51613184
TP53I3	5.237883214	12.46731384
CAV1	5.539187601	12.45711358
CDKN2A	5.649078623	12.44452947
APP	9.284185643	12.44266412
BCCIP	6.119320412	12.42186317
GYG1	4.181385498	12.39882307
LSM3	4.959303428	12.392563
APOBEC3C	5.341023721	12.39045385
ZNF207	7.097301172	12.38997202
DDT	3.071357975	12.36099484
CALD1	5.353953684	12.33311651
EIF1AX	5.1156361	12.31736342
SACM1L	5.737351647	12.30862683
NDUFA4	5.740975919	12.29905943
SRSF5	8.194992222	12.29883595
SH3GLB2	6.34865092	12.2982284
SDC1	8.369866363	12.2921347
CXCL17	7.735980576	12.2909074
HDGFL3	5.290180368	12.28443327
TBCB	5.260092718	12.27776834
DUOX1	6.929803493	12.26796179
LIMS1	5.6754379	12.25749534
INF2	5.124731964	12.25266604
WDR60	6.088006216	12.21765145
NT5C3A	4.387650249	12.21026737
HAT1	5.63950967	12.20933976
LIPA	6.431031112	12.20533661
ABCA13	8.733353808	12.2027876
PPIH	4.191015651	12.19247298
TIAL1	5.46591501	12.1912437
CPSF7	5.568267457	12.15879322
TMEM87A	6.801934518	12.11151348
INPP4B	5.56641193	12.10921843
SMARCD2	6.309418233	12.10321031
GNPNAT1	4.931306607	12.09830567
HSPG2	6.967495145	12.08104127
PDZD11	4.874110384	12.06749311
TIMM50	4.718525429	12.0611661
CPOX	4.05126784	12.05717977
TIMM13	4.917893569	12.05592952
GRB2	6.225425816	12.04786432
TP53I11	5.790271217	12.04783743
STEAP3	7.020286362	12.04352332
TAPBP	6.100456037	12.04110532
BPGM	5.641023119	12.03909982
SEMA4B	6.581775345	12.03757165
MEMO1	3.014084582	12.03394253
MIA3	5.926501905	12.0106154
NUDT14	4.046378423	12.002367
COPS7B	4.568258909	12.00226081
MOB4	5.37764718	12.00081967
GLYR1	6.859971733	11.98753656
NUDT4	5.441735926	11.98317053
CHMP2A	6.795792266	11.97771411
TUBGCP2	6.60465035	11.96916733
OAS2	5.810235881	11.96787569
ARL6	4.779020627	11.96554884
TMPRSS11D	4.942223396	11.95844665
LSM7	4.23275616	11.95664859
MT1X	3.583125397	11.95432938
NDUFS5	6.223581879	11.95138457
UBE2Z	6.647832406	11.94369242
DNAH6	7.12312314	11.94362896
PGAM5	4.003971712	11.9415125
CLPP	4.054791766	11.94069233
PAK4	5.209471031	11.92591343
EXOC3	5.142392284	11.92408964
OCLN	4.992396933	11.91754178
ECI1	4.511166443	11.91369948
PLRG1	6.121597001	11.91261391
MRI1	4.14961967	11.91111872
PDE12	4.308723521	11.89778072
NOL9	3.228292186	11.89107476
REXO2	5.593045325	11.89072547
POFUT1	5.230380331	11.88485666
RAB11FIP1	8.422490489	11.87324432
ACSS2	4.894570826	11.87143604
HID1	4.446628324	11.86909099
SMARCE1	6.490635301	11.86711975
EMD	4.372311845	11.86701065
PITHD1	4.561396293	11.85944094
PTPRK	6.889116465	11.85307664
ZC3H15	5.959260996	11.84598633
FBXO22	4.985065001	11.84461076
RBM10	5.416118084	11.84204952
RBM15B	6.009681602	11.84051701
WDR82	6.088234166	11.84032358
NUMB	6.519355057	11.83138639
MROH1	5.828173426	11.82294823
CNOT9	5.767184621	11.81643603
SMYD2	6.350299621	11.81370209
BAG2	3.529541349	11.81128533
ILK	5.594840419	11.80572167
RAD23A	5.421380304	11.7951195
TP53RK	4.486543736	11.79510553
ARHGEF7	5.077683001	11.79311618
INTS3	6.141206545	11.79298684
POLDIP2	5.49911652	11.79262956
LARP7	6.098434899	11.7884587
SEC63	6.24246854	11.78837441
LSR	6.096136661	11.78475548
MRPL16	4.03797865	11.7815161
AKAP8L	5.613913262	11.77726683
NFS1	4.2638967	11.77255847
APIP	4.005170265	11.76505353
DDX3Y	5.184468487	11.76232632
CRNN	-1.71767277	11.75706355
PACSIN3	4.589587251	11.74793692
UBQLN1	6.448060936	11.74290545
CC2D2A	6.928989956	11.7382153
SNX12	5.013954614	11.73808475
ESRP1	6.306879066	11.7286055
MRPS5	5.216856001	11.72295845
SPRYD4	3.37715764	11.72122425
PSMG3	4.396839215	11.71444572
PRPF4B	6.77021658	11.71262578
UBE4A	6.188804972	11.71051708
LYRM7	4.403208037	11.7019287
POLR2E	6.03025439	11.69655964
MRTO4	4.231670969	11.69136801
SEL1L	6.364010159	11.6879825
ACSL4	5.28648119	11.68014287
SEC24D	5.220122651	11.67543599
UBLCP1	5.091177124	11.66682195
FTH1	8.674080474	11.66016701
CCDC12	4.853768763	11.63700749
PANK4	3.99442634	11.63610372
NT5E	3.483195443	11.63403133
ANKRD28	6.310014593	11.62675689
ATRN	6.392980528	11.6228725
PLXNB1	7.888694781	11.60715355
MCM7	5.353154437	11.60619741
RAB5A	5.762223952	11.59192728
RING1	4.811739508	11.58721708
VPS35L	5.130923141	11.5835301
PARVA	6.308892011	11.58119401
TRAPPC11	5.621972541	11.55972231
FSTL1	6.382886855	11.55866606
GTF2B	5.445245433	11.54720247
FARP2	4.49380741	11.54227593
ACTR10	5.608942492	11.53428097
KIAA0513	6.062386933	11.52067425
RBM7	4.49452702	11.51759986
UGT1A6	5.768235124	11.50580169
LCA5	5.978303008	11.47939356
WASL	5.729086991	11.4721819
ABHD6	4.141308052	11.4632954
RFC3	2.785992491	11.46039076
VANGL1	5.771184929	11.45344198
CTCF	5.387658006	11.42537023
BBS2	6.132621535	11.42212724
ATG16L1	5.076679255	11.41936077
VWA3A	6.140662597	11.39662069
RBMS1	5.405845212	11.3941206
UACA	5.948732229	11.39046657
SDCBP2	4.787692524	11.372082
CDC73	5.254467596	11.36670561
TIMM23	5.541314537	11.35480928
CTPS1	3.706869862	11.30327514
ARHGAP27	5.218538096	11.29902654
D2HGDH	4.224525478	11.29605936
FTO	5.901327564	11.2833584
C18orf32	5.812398563	11.26169873
LARS2	4.559431168	11.24809386
PUM1	6.732461728	11.1961311
WDR33	5.809976452	11.18764633
LAS1L	5.099120584	11.11851062
BLOC1S5	3.686775962	11.0851926
LRRC71	5.056090903	11.0805723
NMNAT1	3.711379258	11.04201455
CMIP	5.980824155	11.01777017
AKAP8	4.644541754	10.99676227
KRT19	10.77251811	10.97991534
C16orf70	4.098544276	10.91975939
GCC2	6.655118821	10.90164417
ARHGAP12	5.631864088	10.81431609
TRPM4	4.911220874	10.81295592
AKT1S1	4.769861758	10.80256075
TMF1	6.651746941	10.68304202
AHI1	4.736056411	10.62111979
SUMO2	5.952031421	10.60855253
HSPA1L	2.06311936	10.60320647
GOLIM4	4.289900461	10.58425137
S100A4	5.974193852	10.41109915
UPK3BL2	3.78009413	10.2261649
RPL37A	8.596079826	10.12404394
LAMP1	7.216639377	10.11471707
GNPAT	5.650219492	10.10563196
RPS9	7.874745155	10.08656762
LSP1	3.475032079	10.0421133
SLC15A2	7.655948508	9.99157742
LSM8	4.890400481	9.976760357
DAD1	6.132468132	9.973337612
COX7A2L	6.176870409	9.971135189
FAM3C	4.643264831	9.960464664
PRPS1	5.238011981	9.905158824
MARCKSL1	5.648020392	9.87718344
PRSS23	7.970788195	9.856126098
NDUFA6	5.503902481	9.842149662
TRAPPC3	5.586733144	9.841572607
STX7	5.840694746	9.831046573
SPEF2	6.684334229	9.818993676
MRTFB	6.532062735	9.786324552
LAMA3	7.287624718	9.776999455
MBNL1	6.33893472	9.771126283
NUDT2	4.076978486	9.767236703
SSR3	5.979990534	9.756776632
HDAC6	5.456519218	9.754436737
GAMT	2.553110714	9.753096651
CCDC58	2.927444907	9.73479268
PRAG1	3.636618757	9.705054036
DHRS4	3.504960235	9.688732223
SLC9A3R2	5.601727012	9.685508702
HDDC2	4.84049661	9.685143635
STAM	4.640587977	9.684128948
NDUFB4	5.087635756	9.673351859
HMGN5	3.570905142	9.67240603
CAMK1D	6.132479144	9.657910957
DAG1	6.724498892	9.65636454
FECH	4.2631585	9.654419935
ARFGEF3	6.226319298	9.652923235
TPPP	5.731991117	9.639833822
TGM1	4.034264847	9.636429155
STMND1	4.950840273	9.629951238
PFDN6	4.380136181	9.6227762
LSM14A	6.221063116	9.619049405
FOXA1	6.818153766	9.610976486
UBL5	6.315347346	9.609115873
EHBP1L1	6.139484657	9.603590547
PIBF1	5.768996302	9.603147895
TXN2	5.676955779	9.602034358
PPM1H	6.238678889	9.600909755
DRG1	5.17145751	9.600358677
PPIL4	5.386988743	9.593521631
MYEF2	4.643974478	9.591689434
PTPN1	5.523400682	9.588387716
PHF5A	4.353795432	9.58253452
ENTPD5	5.247129547	9.582046601
SLC11A2	6.453585809	9.575524226
LZIC	5.256115742	9.571909544
RELL1	3.024738648	9.569587936
ZRANB2	5.963061284	9.568849638
GRIPAP1	5.563308636	9.567103155
TOP2B	7.000405255	9.565810231
SHC1	6.260725139	9.559754293
GSKIP	5.385333593	9.55314296
GSTZ1	3.756280878	9.544774412
OPTN	6.454825083	9.541642719
BAD	5.439667273	9.541564941
GALK1	2.236773505	9.540919552
PLTP	4.85420216	9.53865542
ARMC10	4.470905061	9.53399777
RAB4A	5.267589637	9.528017145
COLGALT1	5.183256308	9.527862301
ECI2	4.38635588	9.526861049
KCTD12	5.184490676	9.524487494
AGTRAP	5.153888095	9.512938735
MAOB	2.510004739	9.509608866
MCM3	5.024706812	9.502039835
UNC119B	6.959070762	9.487991046
SPATA6L	4.559601882	9.486345548
RBM15	3.190653455	9.48013079
ANO6	6.19062316	9.4747039
TCEAL3	4.03907681	9.468330991
CELF1	6.504676857	9.458354535
RABGAP1	6.229444555	9.454525492
SPATA6	5.279398393	9.451034513
RAB3D	5.307433039	9.441964452
OSGEP	3.801723308	9.441854478
C11orf52	5.058428724	9.439760391
EPHA2	6.858323486	9.437627583
VWA8	5.434284478	9.433437908
PCYT1A	5.971143791	9.432948017
CNOT11	5.553528878	9.424835146
FDFT1	7.610085154	9.423550893
STAP2	5.282328126	9.42305568
DUT	4.584795638	9.419858728
ATG3	5.313537043	9.414377245
PTCD3	5.832306382	9.414292015
SP100	6.021042067	9.411464903
MRPL40	5.202718063	9.409645834
COQ5	4.824036156	9.405417112
NECTIN1	6.314151385	9.403990311
TRMT6	4.542935393	9.400859785
TRMT10C	4.468701847	9.400174518
DNAJC2	4.9416999	9.397347645
NBEA	6.481514178	9.392765957
SORL1	6.599643588	9.385401397
POC1B	5.427363874	9.368901181
P4HTM	6.155424399	9.335829715
PSMA2	6.094972595	9.330288005
FYCO1	6.33323015	9.32141798
CFAP161	5.521283626	9.314114234
PEX19	6.076277094	9.312994074
ATP6V1B1	3.060628092	9.304056017
CPSF2	6.076883785	9.296724805
GSTA4	4.902431238	9.295532186
LPCAT4	5.703152047	9.290879189
C12orf57	5.369532519	9.285829317
DHX36	5.323333561	9.284940282
VSTM2L	6.921965608	9.281031654
APOOL	4.692112627	9.280033425
SLC39A9	6.527727985	9.278889206
POC5	3.463960965	9.270219545
NUP88	5.180470373	9.266606534
MICALL1	5.891960563	9.255830668
EXOC6B	5.364992549	9.255176225
RBM12	6.078061458	9.253721694
EFL1	4.741048815	9.252136694
RALGAPA2	7.43944163	9.251483923
HMGN4	4.455148304	9.243902696
UBE2O	4.352508396	9.241861198
TEX10	3.644122251	9.231843816
GSDMB	4.298816156	9.226697413
MRPL44	4.212204694	9.219633316
SCAF4	4.441978392	9.209021567
ROCK1	5.901092032	9.206693062
TFCP2	5.269049066	9.2060567
LYAR	3.236571615	9.200946729
TRIM56	6.636463045	9.196297758
MPRIP	6.620226785	9.192842094
RPRD2	5.798854387	9.19282407
EMC2	5.677786776	9.189729206
BCS1L	3.506626556	9.186074789
KPNA2	5.29677874	9.183656291
TNFAIP8L1	6.948544615	9.161361536
NOP9	5.378705179	9.142081585
PYURF	5.324734015	9.125944197
CEP95	5.130319261	9.118212624
PIH1D2	5.409870004	9.106951523
MRPS11	4.455059759	9.102403698
PSAT1	4.026270044	9.097840163
RRM2B	5.942325412	9.089133473
ZC3H11A	7.318947627	9.083142461
MLST8	4.473724253	9.0692912
CEP170B	6.693966308	9.065130168
ERBIN	7.094883473	9.06445197
KCMF1	5.6464536	9.047721533
TBCEL	4.669521494	9.043521606
EMC3	6.147068817	9.008526155
PALM	3.985485275	8.977693316
TERF2IP	5.434418357	8.964598931
WASHC4	5.54389647	8.935068006
TCF25	6.434231467	8.927303716
PSMG1	3.505397246	8.903959728
DNASE1L1	4.594478775	8.894813279
VPS33A	4.531616577	8.874920114
BTAF1	6.505100649	8.866418439
CFAP65	6.398604356	8.864940189
GTF2E1	3.222908595	8.839579527
PCID2	4.756914592	8.810691286
FTSJ3	5.51965333	8.795949743
MAN2B1	5.418388142	8.756175188
CEP120	5.462745856	8.66487615
EEF2K	5.160779975	8.657113357
PGPEP1	4.866558948	8.595030957
DHX8	5.895180797	8.588668141
ACP6	3.958697976	8.571436634
SHFL	4.089052931	8.537155879
CMTR1	5.052725797	8.418691865
SYBU	5.047126368	8.381346532
FN1	5.970599476	8.168499045
RARRES1	5.740788075	8.024446835
ANPEP	3.657483452	7.997500763
COX7A2	6.376022436	7.966957277
KLK10	5.79009784	7.927561121
KATNAL2	4.882197692	7.848755156
ITGB6	6.450380518	7.708921042
RPGRIP1L	5.974866809	7.643913627
MESD	5.400513393	7.592896693
LGMN	4.815429186	7.559273026
MRPL12	4.686257547	7.559165887
CD74	7.7019831	7.523593781
STRA6	5.447947481	7.522035917
KDM6A	4.900364071	7.470177906
SRSF10	6.391779652	7.438681985
CRABP2	5.065564364	7.423576812
NDUFB8	5.988502033	7.407093029
PPIF	5.224306795	7.397772715
PGRMC2	4.789340108	7.386144635
TAP1	4.91263954	7.375139943
PHYHD1	3.914619814	7.371641255
SF3B6	6.006915026	7.35305542
PYCR3	3.023034656	7.342773121
WFS1	5.235995775	7.331788362
HERC4	5.243172965	7.324066436
A2ML1	3.465720752	7.311651705
MAP1B	4.794989156	7.294740601
DPM3	3.136190721	7.291977197
RAB36	5.950964981	7.29135991
ASAH1	7.870082436	7.282746546
PSMA7	6.207201247	7.267943822
TACO1	3.452428859	7.262446414
POLR2I	4.889259445	7.259953568
GTF2F1	5.985258386	7.251099567
RP1	3.811606495	7.240952789
CFDP1	6.380067284	7.238438041
NQO2	3.565934269	7.220768667
GTF3C4	5.194460983	7.208471218
IGF2BP3	3.542169449	7.201247785
SNF8	4.564208573	7.195939779
ECE1	7.306166965	7.189489544
MICU2	5.329720131	7.181181152
PPP4R2	5.982890675	7.181085301
COMMD8	4.206657533	7.17806213
VPS26B	5.302114635	7.177126262
CFAP43	7.873791841	7.171527915
DYNLT3	5.19157328	7.170646224
ELOVL1	5.606940836	7.168328782
DTHD1	7.795066446	7.166948916
MARCHF5	4.82504917	7.16212969
FKBP11	2.366029241	7.156985864
RRAS	3.763389351	7.154518137
POLR2J	4.154960577	7.154189481
PODXL	6.316175189	7.153562379
RAB27B	6.067053574	7.149455639
PEF1	5.497439985	7.143842435
SUMO3	5.753293582	7.139483895
CCDC65	6.157160836	7.139294869
PRKAB1	4.939531707	7.137703243
WIPI2	5.855774576	7.129571297
NDUFV3	4.702569171	7.127325602
EFCAB7	4.745587339	7.124950456
DNAH12	7.441596933	7.116440289
ALDH1B1	2.581510881	7.115577817
MRPL13	5.033832639	7.109748865
PDPK1	6.188438729	7.105444599
ACAP2	5.709288078	7.104545146
UQCRQ	5.986192826	7.100687341
PPM1B	4.957945827	7.096867977
GPHN	3.207550571	7.092167084
SHTN1	4.669915929	7.091800135
CFAP126	6.668178472	7.086819329
DHCR7	5.147342222	7.08419931
ODR4	4.804219894	7.083354649
APOL2	4.432544981	7.082856844
MRPL45	5.168277426	7.082093246
SLC66A2	5.669515612	7.082060436
COPS7A	5.54885803	7.080363067
LDLRAD1	6.411869104	7.077252669
KPNA1	6.11887278	7.072610459
IQCD	5.915714536	7.072049966
SBDS	5.559402768	7.067035805
COMMD9	4.566939663	7.063014591
FADD	4.148327145	7.060467872
PPM1A	5.525852909	7.051817678
ZNF330	4.55833706	7.05020059
LBR	4.948429917	7.043289703
TMX4	5.481098757	7.042714095
MRPS16	5.404619118	7.042531615
PMVK	4.074534239	7.03836696
CCDC13	5.290544724	7.031704349
MRPL49	5.830250211	7.031082358
RBM17	5.687747049	7.030128433
DTD1	3.890731919	7.025191261
NCEH1	4.547741378	7.02373901
EXOSC5	2.358671246	7.021765633
ATXN2	5.225312019	7.015616
GRWD1	4.991303659	7.012682549
UQCC2	4.686448099	7.012244942
NUP35	3.397712098	7.004297029
EIF4EBP2	6.8268254	7.00364506
ABHD12	4.719486348	7.001082382
SLC23A1	4.25757845	6.999647723
SLC20A2	6.780676289	6.998753885
PRPF4	4.409591327	6.996848459
CEP290	6.129943601	6.996299728
HCCS	4.9003862	6.995125837
PIH1D1	5.381489116	6.994614991
TRAPPC5	4.472027348	6.993870813
MRPL47	4.967302428	6.986323893
LARP4B	6.025968673	6.982445669
PBX1	5.927972607	6.982110085
YTHDC1	6.386823153	6.969938296
CETN3	4.639523914	6.964173645
FAS	4.761655261	6.960575232
DEGS2	5.10127211	6.959329849
CCDC96	5.444827799	6.952649955
PDPR	5.312480014	6.951136972
ARRDC1	5.585295266	6.948883284
VWA3B	6.45193041	6.947596825
IBA57	2.751838782	6.945213221
GAN	3.296818177	6.939150252
SPG7	5.529959587	6.936579538
RNF7	5.613205849	6.930894145
VPS53	5.078660192	6.929591469
IQGAP2	3.826796873	6.925248187
SNAP29	5.138754831	6.921365458
SYF2	5.962467806	6.91786148
RBPMS	4.63251561	6.915629865
RNF213	6.812364905	6.908369685
PRAF2	3.630961964	6.906629793
AKT1	6.678937015	6.905594476
ATG5	5.362128835	6.901332058
TOR1AIP2	5.006765213	6.900165139
SOX2	6.484034847	6.886450791
FRMD8	5.016817477	6.880662045
MRPL10	3.888833044	6.872801231
DDB2	4.766066669	6.868180096
EMC7	5.01353507	6.866986191
PNPLA6	4.996603801	6.866264898
PEX14	4.27025029	6.857774465
ARHGEF37	6.390408888	6.857317322
RSF1	6.219851934	6.856525063
SMN1	2.49529877	6.843337843
CMBL	3.308467095	6.838905005
NDUFAF2	2.924662845	6.837922122
ADGRE5	5.71598215	6.833367064
CCDC93	5.54394696	6.829192072
CHCHD5	3.633041203	6.826831155
RABL3	4.636668889	6.82252949
CHST6	7.462097707	6.817856702
MFSD6	7.128177723	6.812834079
GLO1	6.484589496	6.811106758
ARHGAP35	6.52678438	6.807377333
MYO5C	6.681867122	6.806753217
OSBPL8	5.939439295	6.787990695
MRPS30	3.734160789	6.787001929
DNAH10	7.168188739	6.785582425
SPAG9	6.380556275	6.778932913
RPF2	4.247346073	6.773155784
MMP24OS	5.143479233	6.768713478
C2orf49	4.622106413	6.763599368
POGZ	5.59012726	6.747930485
XRN1	5.56102824	6.744605648
MAN2A1	5.172745139	6.729635575
NAA25	5.121507069	6.717490242
MTM1	4.810654437	6.696308807
CFAP61	4.954443347	6.692553449
LAMC1	6.215274861	6.679791416
IFI35	3.203138484	6.668689392
BRD4	4.934358551	6.659797458
VANGL2	5.594773882	6.645355075
ABCB7	4.303122924	6.643308486
MRPL17	4.792987718	6.642311251
ASH2L	5.274667844	6.635429968
TBC1D2	5.562579045	6.603358997
GGA2	5.913228498	6.591910061
GBP1	4.006599563	6.572544004
SLC25A22	3.341067271	6.572226262
BLOC1S6	4.748448654	6.562304005
ACOT8	4.239121837	6.551993647
CAMSAP3	4.136528163	6.541487405
DDX50	5.328084341	6.492239662
BSPRY	4.601026184	6.487744061
MYCBP2	6.664182798	6.458525805
RAVER2	4.277628457	6.412590407
FERMT1	4.802948289	6.40662298
TRAPPC8	5.993904701	6.325004877
CDC40	4.765550508	6.164039445
USP6NL	4.715742681	6.146445047
MSMB	6.918756058	5.655329428
CFI	3.821517818	5.298728726
TEP1	5.016180804	5.285819145
RPL29	7.230072845	5.266314611
FUT3	5.368591578	5.242267572
SAA1	6.681627936	5.223915553
VMO1	5.096846639	5.223163017
TUBB3	6.471959362	5.181188833
RAB6D	3.374481017	5.163908739
TMA7	5.391148344	5.145586386
TGFBI	5.948792929	5.125754896
SERPINA1	5.208845838	5.124238315
DNAJC13	6.114580173	5.102028445
TFF3	5.09509675	5.091530939
HPGD	5.172830749	5.056084107
SLC25A3	7.586093062	5.051692057
RAD21	6.613735966	5.047428557
RTKN	3.86150605	5.03339204
MTX1	4.05569732	5.01566869
GSTM1	0.676021589	4.990678074
MCFD2	5.722726341	4.975127788
MDK	6.454293952	4.960227797
CERS2	6.393769356	4.935199298
RBM42	5.021058359	4.929524826
CHMP4A	4.899942387	4.923210018
HACD2	5.452026346	4.908900906
KALRN	3.711437812	4.903797756
CXCL8	5.315719879	4.902980144
UBQLN2	5.521787357	4.902606471
PIN4	4.12836844	4.898525396
TRIR	6.378638383	4.897466272
SEC62	7.191039062	4.888633356
ASRGL1	4.005497339	4.884197209
GPRC5C	5.690340802	4.880304443
CCN2	6.853645734	4.879585675
CAVIN3	2.856561579	4.876759685
GALNT6	3.740304509	4.870522112
GLRX5	3.694692915	4.87020462
HIGD2A	5.461873884	4.868944931
ANXA9	1.479113793	4.862608634
SRM	3.269242855	4.861821751
NCCRP1	2.801049359	4.856941275
THEM6	4.186458193	4.85570518
SLC9A1	5.249724515	4.850984177
ZNF428	4.935622511	4.848152745
PLAU	4.926911035	4.840519931
MAPK13	5.83668331	4.838268076
GSDME	3.839210998	4.824499629
PEX11B	5.12739505	4.823439469
GALNT2	6.605798378	4.818211554
AQR	6.245052156	4.815314472
PSMA6	6.065015	4.813262565
NUP43	4.195313562	4.812954378
BPIFB2	-0.613697834	4.812252223
DCTPP1	4.245007844	4.801913938
TMEM231	6.922099515	4.801275048
VAC14	5.173737817	4.800340439
PPP1R32	4.214482484	4.799546725
LNPEP	5.792140745	4.79828692
THOC6	3.135771575	4.791463078
ALG2	4.761015654	4.791344985
SLC30A9	6.398267331	4.790960385
ASB9	2.690288081	4.790562255
GTF2F2	5.032934101	4.79049286
DPM1	5.348970619	4.789487133
TTC21B	5.307980417	4.787523916
ENY2	4.94959325	4.784875772
SDC4	8.102482961	4.783703187
SYNJ2BP	5.898863541	4.783318639
TARBP2	4.031443571	4.783049637
SPATA33	4.232358617	4.782605534
GATD1	5.016781651	4.780068273
MUC13	4.842462056	4.778887668
ELOB	6.691492804	4.775270356
AP1S1	5.408921654	4.772774153
AARSD1	4.048962432	4.768562815
NECTIN4	5.704991262	4.767574031
SCAMP3	4.890257801	4.765284438
ACOT7	3.440200008	4.764946472
EIF2B4	4.783833913	4.763749985
NDUFS7	4.402357405	4.762182285
CCDC124	4.378906026	4.760399985
ADA	1.636778676	4.753465318
PGGT1B	5.022808715	4.75289851
NGFR	3.711714223	4.751777596
PCDH1	6.979027705	4.751070379
PSPH	4.462817031	4.749903115
COG6	5.440043982	4.746759047
TM7SF2	4.872683133	4.745708515
STX5	4.746942386	4.744272099
DCXR	4.162245489	4.743602659
SCAMP4	5.823192179	4.741874409
AHCYL2	5.053886946	4.736628731
CORO2A	6.223838683	4.735016044
DNAH1	6.514470663	4.734867202
SMARCC1	6.746775288	4.733325495
MAP2K4	5.511544494	4.73305885
SDR16C5	4.748871248	4.732733002
PTPRZ1	6.640494182	4.732567448
UBE2M	4.216128153	4.728644196
FAM50A	5.06252271	4.727097848
SH3BGRL2	5.926735172	4.723944717
MCM6	3.218777861	4.721949791
CFAP97	5.408182115	4.719074698
TRMT112	5.450517776	4.71901712
TEKT3	2.178214673	4.714267144
DPYD	5.492502243	4.708452335
FAM114A2	4.114879322	4.704977106
NAGA	5.041951929	4.701474477
SLC25A29	5.919451814	4.700613052
LYPD6B	4.334877587	4.700558574
SNX9	5.070543629	4.700453675
MRPL24	4.317205818	4.69953678
ATG7	4.445286157	4.699442854
RHPN2	5.755798391	4.698714175
BICDL2	5.970101733	4.69659694
IFI30	3.940137453	4.695533407
PDP1	5.081012438	4.695184087
GOLGA3	5.966570746	4.693382545
COMMD1	4.140263672	4.693246638
PEX1	5.498249487	4.688911672
TCTEX1D2	5.719603266	4.688744805
RRP12	4.976482631	4.688031565
MRPL54	4.385373909	4.68259234
STX2	5.106856948	4.676533397
DCAF7	6.529187549	4.672407261
NELFCD	5.105727965	4.672212116
TPMT	4.234280281	4.671241749
RFX3	6.749723011	4.670535823
MON2	5.318262542	4.669938082
TMCO1	6.642926593	4.668722263
PCP4L1	2.844918844	4.667483545
POLD2	5.773719986	4.664667685
RAB9A	4.970903965	4.661634374
FAM81B	6.463161083	4.659809819
DST	8.523672972	4.656883247
SLC41A3	5.194427847	4.654467838
NPHP1	6.348944483	4.652461333
IMPA2	4.10879758	4.652180071
CCDC17	7.98586489	4.65048445
CCDC88C	6.854984693	4.638824543
MDP1	2.894931833	4.633246125
GALNT1	6.952896587	4.632900257
EARS2	4.317768452	4.629542158
ALOX15B	4.003827276	4.629433489
NELFA	4.251639864	4.627710386
KEAP1	5.573623675	4.627173081
CTSL	5.659950885	4.621010758
MFAP1	5.795344251	4.620601723
POLR1C	4.679086033	4.619541912
ZC3H18	4.921896219	4.616418745
EEFSEC	3.024316	4.613793137
LPCAT2	4.172638624	4.612891638
GPC4	4.188728487	4.612740572
ANO10	4.096134288	4.612581096
AMPD3	5.506173464	4.612157598
YY1	6.143513409	4.611186957
PSMB4	6.829628363	4.610904408
SAFB2	5.295716089	4.610610954
HTATIP2	5.623862992	4.609946698
RAB25	6.328714419	4.606242501
NDRG3	4.861502562	4.60491125
COG5	5.987954964	4.602310636
SCOC	5.635268091	4.601447086
XPC	5.26649991	4.597336315
TXNIP	9.924491345	4.597212991
DCAKD	4.255854071	4.593812573
BTD	5.242481964	4.593473265
SP3	6.618297339	4.590977978
BRAT1	4.519045066	4.588657313
NEDD4L	6.680240805	4.588352664
RTF1	5.754699645	4.586016589
DPF2	4.941918219	4.585390278
TRIOBP	6.034619893	4.585091648
